id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,positive_count,negative_count,binh_luan_SP,binh_luan_Prices,binh_luan_services,label
737,2449,mặt_nạ ok_thể mũi_hụt chân mũi,11/6/2020,19:40,5,308500015,1,0,0,0,0,good
738,975,bình dầu mụn mờ_nhạt không_btp không_kích_ứng đối_da mặt sáng,15/04/2023,18:28,2,422207810,1,1,1,0,0,bad
739,23,tẩy da mịn nhưg_lẽ da nhạy_cảm mụn đỏ ngứa_hợp da,4/9/2023,10:10,5,422202045,2,0,1,0,0,good
740,2713,,30/04/2024,16:47,5,422211276,0,0,0,0,0,good
741,232,xài,1/1/2022,22:06,5,422206648,0,0,0,0,0,good
742,3793,thiệt_đồ eucerin đỉnh mụn xài nguyên_eucerin da khỏe_đỡ đổ dầu mụn thâm_nhẹ thiệt_tư eucerin_kì,22/09/2021,14:35,5,204100018,2,0,1,0,0,good
743,1108,da khô_xài kỳ_hợp_dưỡng ẩm chống nắng không_nổi mụn xài thời da_khỏe nhiều,25/12/2022,16:24,5,422210711,3,2,1,0,0,good
744,1412,chấp,3/12/2021,19:23,3,422209262,0,0,0,0,0,neutral
745,3985,hỗn_hợp xài ổn nhà vệt trắng nhẹ_chóng tệp da không_trôi đổ dầu đặc_biệt thành,10/5/2023,19:31,5,331300023,2,2,1,0,0,good
746,4295,rửa da ẩm_mịn không_khô căng sạch sâu da nhạy_cảm_rửa duyệt,11/11/2022,3:06,5,248700058,3,1,1,0,0,good
747,4317,tạm_thời ok tặng kèm giá ổn tone lắm,22/08/2024,12:55,4,223600032,2,0,0,1,1,good
748,647,mùi dịu nhẹ sạch đánh_giá,2/1/2024,11:20,5,100230064,2,0,1,1,0,good
749,1083,,11/9/2023,17:07,5,422201822,0,0,0,0,0,good
750,2013,chống nắng chất không_lỏng da bật tone tí lót_trang da khô ẩm_xài luôn,21/11/2022,10:16,5,422207413,1,1,1,0,0,good
751,2404,mùi hương_mát giá_thành ổn,27/04/2023,12:52,5,422206537,1,0,1,1,0,good
752,2345,thoải_mái,1/5/2023,17:15,5,308500037,0,0,0,0,0,good
753,4355,serum ẩm tốt da căng lỗ chân lông lại đêm sáng hôm dầu,13/08/2022,23:52,5,422205122,4,0,1,0,0,good
754,704,chống nắng da khô tróc đỉnh,31/08/2022,21:14,5,213300093,1,1,1,0,0,good
755,3240,không_review,25/02/2022,16:00,4,422209635,0,1,1,0,0,good
756,2363,,30/04/2023,14:09,5,422202253,0,0,0,0,0,good
757,308,mát da da mặt bết_bết dính dính,11/6/2020,21:33,4,201600019,0,1,1,0,0,good
758,193,tốt hơi nổi_bọt,22/07/2022,11:31,5,422204259,1,0,0,0,0,good
759,2378,mát,29/04/2023,16:07,5,422205164,0,0,1,0,0,good
760,2316,mùi hương,4/5/2023,20:11,5,308500009,0,0,0,0,0,good
761,1126,không_hề quảng_cáo hoàn_toàn,28/07/2024,11:42,1,422211446,0,1,1,0,0,bad
762,3970,tiến nhảy_vọt khóa serum da dầu thấm đỡ mụn hôm mụn chấm mụn còi lỗ chân lông,11/9/2023,10:20,5,331300019,0,0,1,0,0,good
763,1437,da dầu_rửa siêu_sạch không_đổ dầu,9/6/2024,7:29,5,204900159,1,1,1,0,0,good
764,682,thích tẩy_trang,30/04/2023,19:05,5,422216594,1,0,0,0,0,good
765,1898,finish mịn_tác lỗ chân lông rõ tuýp,11/11/2020,15:57,5,100180148,1,0,1,0,0,good
766,354,giá_thành hợp_lý sạch chịu,4/8/2019,20:33,5,205100146,2,0,1,1,0,good
767,346,xài thích lắm da tuýp da dầu_không_rít da mịn nữa,12/10/2019,13:46,5,422204259,2,1,1,0,0,good
768,690,đỉnh vô mát,30/04/2023,20:03,5,422200236,1,0,1,0,0,good
769,1730,mềm mịn vẻ sáng hơn,20/11/2023,11:43,5,100210014,3,0,1,0,0,good
770,2362,thoải_mái,30/04/2023,14:35,5,422202253,0,0,0,0,0,good
771,279,nâng tone tạm mùi thơm ổn,11/6/2021,21:01,4,249500027,2,0,1,0,0,good
772,728,tốt,9/4/2023,21:39,5,200400004,1,0,0,0,0,good
773,1246,mềm đường viền_chắn xơ lắm,11/6/2023,11:01,5,422212333,0,0,0,0,0,good
774,4352,serum phục_hồi ẩm_đỉnh chóp da dầu mụn ok không_serum giải_quyết tất_vãi đái_da giá,29/12/2022,16:35,5,422205122,3,2,1,1,0,good
775,1524,tạm ổn xét giá bình_dân nâng ổn cỡ tội ứng_bling bling không_thích bôi dày_mặt đánh phấn đậm í kiềm dầu không_tốt lắm kháng kém mưa chảy mặt sữa,31/03/2024,23:06,4,249500027,3,2,1,1,0,good
776,649,thích,26/12/2023,18:07,5,100230057,1,0,0,0,0,good
777,845,đánh_liều mate trải_nghiệm review_hợp da_treatment giá mềm da mặt không_nâng tone chất mỏng nhẹ thấm kiềm dầu tốt da thiên_dầu hôm học chạy không_nắng lớp máy_lạnh tiếng đeo khẩu_trang suốt đổ dầu chỗ cánh mũi môi chống tạm ổn lười đlắm chống nắng ưng thời viết,12/7/2022,13:20,5,422216990,4,1,1,1,0,good
778,4321,vấn_đề không_thực,17/04/2022,17:16,2,422203807,0,1,1,0,0,bad
780,1050,bôi toàn mặt tuyp trộm_vía da mụn_tiết dầu_láng hy_sạch mụn luôn,22/07/2024,23:55,5,422216352,2,0,1,0,0,good
781,1827,mùi nồng_hắc tẩy da sần,27/11/2022,22:43,1,204900010,0,1,1,0,0,bad
782,2438,mặt xài tốt,8/11/2020,0:07,5,308500037,1,0,0,0,0,good
783,2553,bàn skincare toàn eucerin sirum acne không_chất nữa da dầu mụn sirum dịu nhẹ,9/11/2020,16:18,5,204100019,1,1,1,0,0,good
784,184,trang sạch,4/9/2022,19:53,5,422208807,1,0,1,0,0,good
785,2403,thoải_mái,27/04/2023,13:05,5,308500013,0,0,0,0,0,good
786,413,tốt,9/4/2023,15:28,5,422208973,1,0,0,0,0,good
787,1907,,23/06/2022,12:26,5,422201374,0,0,0,0,0,good
789,1444,dịu giá_thành ổn,3/5/2023,16:20,5,204900004,1,0,1,1,0,good
790,368,sạch lớp trang nhẹ_nhàng không_nhờn rít,26/10/2018,19:15,5,205100137,1,1,1,0,0,good
791,1876,nhẹ môi,5/11/2021,16:09,5,422209444,0,0,0,0,0,good
792,2464,chất tốt phù_hợp da dầu,26/08/2019,11:03,5,308500018,2,0,1,0,0,good
793,1983,định online hôm tiện ghé cửa luôn chất lỏng thấm_ứng căng bóng da lấp_lánh nhẹ giá rẻ,2/12/2022,0:05,5,249500027,1,0,1,1,0,good
794,2332,thoải_mái,2/5/2023,19:22,5,308500004,0,0,0,0,0,good
795,3329,không_thấm khô_thoáng da dầu thích thơm mùi rẻ không_chống nắng tốt không,18/12/2020,19:46,5,422212097,3,1,1,1,0,good
796,2391,thoải_mái,28/04/2023,13:12,5,308500013,0,0,0,0,0,good
797,2928,sánh ẩm_không_tốt tốt giá da dầu da ẩm_thoải_mái mặt_nạ không_bàn,27/03/2024,22:14,5,422209703,2,1,1,1,0,good
798,214,xài rùi,19/03/2022,18:12,5,205100136,0,0,0,0,0,good
799,1954,ok người,27/11/2023,12:42,5,201600166,1,0,0,0,0,good
800,342,tẩy sạch ẩm_da thiết_kế đẹp,14/01/2020,14:21,5,422211489,3,0,1,0,0,good
801,75,trang bio chê đỉnh dòng chân đời,13/09/2021,8:19,5,200400004,1,0,1,0,0,good
802,1397,ok không_mụn,23/03/2024,14:11,5,422206101,1,1,1,0,0,good
803,2344,thoải_mái,1/5/2023,20:04,5,422205162,0,0,0,0,0,good
804,211,xài không_châm chích mát_không_trang chống nắng,23/03/2022,21:27,5,205100136,0,1,1,0,0,good
805,2036,thành không_chứa cồn đợt toàn mùi cồn nồng,25/10/2022,9:57,1,422207413,0,2,1,0,0,bad
806,666,tốt dùng,4/5/2023,20:31,5,100230064,1,0,0,0,0,good
807,1306,thích tẩy tế_bào chết da mịn hẳn,2/4/2022,19:24,5,422206042,2,0,1,0,0,good
809,1483,sữa rửa mặt tháng mùa lần ghiền bọt,16/05/2021,23:34,4,100190059,0,0,0,0,0,good
810,3821,tone da dầu mụn không_kiềm dầu mụn dịu bớt,29/08/2022,12:33,4,345800013,0,1,1,0,0,good
811,1281,lành không_hề kén da da nhạy_cảm dạng test thử da không_vệt trắng vón_cục,24/11/2022,14:49,5,422207413,0,1,1,0,0,good
812,313,bọc,20/11/2020,8:55,5,422208807,0,0,0,0,0,good
813,182,,26/10/2018,19:18,5,422208807,0,0,0,0,0,good
815,2315,thoải_mái,4/5/2023,20:25,5,308500009,0,0,0,0,0,good
816,700,thoải_mái,27/04/2023,16:08,5,422205160,0,0,0,0,0,good
817,263,trang sạch_cảm,14/07/2021,10:08,5,205100137,1,0,1,0,0,good
818,877,dưỡng ẩm tốt đêm sáng da căng bóng hẳn,28/04/2024,12:34,5,318900019,5,0,1,0,0,good
819,4356,ổn_định không_chê,23/03/2023,16:46,3,422216990,1,1,1,0,0,neutral
820,1177,ổn không_quà tặng kèm,21/08/2022,12:30,4,422215804,1,1,1,0,1,good
821,1857,quầng thâm_da mắt căng không_nhăn dạng mỏng nhẹ mắt,19/10/2022,17:50,5,422201090,0,1,1,0,0,good
822,1982,serum svr_trị da_liễu liên_hệ kết hasaki,29/12/2022,21:55,5,293500050,0,0,1,0,0,good
823,732,tốt nhân_viên tư_vấn,27/02/2023,16:45,5,100230056,1,0,0,0,0,good
824,1291,ẩm tốt mùi không_thích toner đam hãng ẩm hơn,1/9/2023,8:30,5,422210047,4,1,1,0,0,good
825,1274,xài dịu nhẹ sạch da mùi thơm xài,4/10/2023,14:43,5,204900024,3,0,1,0,0,good
826,4025,máy rửa mặt nửa không_hư vấn_đề cảm da sạch nhiều,4/8/2022,13:01,5,422202216,1,1,1,0,0,good
827,147,tốt,10/4/2023,15:58,5,422208977,1,0,0,0,0,good
828,1375,hơi rác nóng_hương mùi nồng,3/1/2023,15:12,4,422200306,0,1,1,0,0,good
829,788,xài da đặc_biệt chữ đổ dầu hồi xài dịu nhẹ tẩy_trang đổ dầu mặt khuyên da hỗn_hợp dầu xài siêu_thích,10/6/2021,7:15,5,100230057,3,0,1,0,0,good
830,2321,thoải_mái,4/5/2023,13:43,5,422205162,0,0,0,0,0,good
831,1268,sạch không_khô sạch dầu,18/09/2024,12:03,5,204900159,1,1,1,0,0,good
832,48,mặt_nạ tràm trà tốt da ẩm_đắp mụn,3/12/2021,15:58,5,308500004,2,0,1,0,0,good
833,116,trang sạch dịu nhẹ không_ưng nắp cứng đau bật đứt nsx khắc_phục lỗi,29/06/2024,20:02,5,422208807,3,1,1,0,0,good
834,3816,tốt,8/6/2021,12:21,5,422203901,1,0,0,0,0,good
835,688,thích tẩy_trang,30/04/2023,18:36,5,100230057,1,0,0,0,0,good
837,1686,chất thích_hợp xài đêm hơi bóng dầu da mụn cân_nhắc nặn mụn,20/07/2021,16:50,5,422204167,3,0,1,0,0,good
838,529,thử ưng thấm phục_hồi da khỏe rõ,13/12/2023,19:12,5,201600019,2,0,1,0,0,good
839,347,xài sạch xài êm_bữa không_rửa mặt luôn,12/10/2019,13:42,5,205100146,2,1,1,0,0,good
840,674,thoải_mái,4/5/2023,10:44,5,308500013,0,0,0,0,0,good
841,2033,dịch_vụ tốt tư_vấn giá tốt khác chống nắng xài giá,25/10/2022,22:52,5,249500019,1,0,0,1,0,good
842,3508,da khô thấm_ok lớp màng ẩm tốt sáng hôm da căng mướt sáng thử da mụn,31/08/2021,22:04,5,358300003,5,1,1,0,0,good
843,698,thích tẩy_trang,29/04/2023,18:41,5,100230057,1,0,0,0,0,good
844,2340,thoải_mái,2/5/2023,10:56,5,422205162,0,0,0,0,0,good
845,796,tốt,26/01/2021,17:42,5,100230064,1,0,0,0,0,good
846,1715,đánh_giá đóng_gói cẩn_thận chất miễn chê,21/11/2023,19:38,5,100220035,0,0,0,1,0,good
847,2271,không_hợp da dị_ứng ngứa quá,13/08/2023,9:25,3,422208156,1,1,1,0,0,neutral
848,166,da dầu_xài tẩy_trang ưng màu khuyến_mãi xài dần,27/11/2022,8:55,5,422211447,1,0,1,0,0,good
849,2914,da thấm_kiềm dầu tốt còn dạng pum_vệ nữa,14/03/2021,10:17,5,422207283,1,0,1,0,0,good
850,217,cảm_giác hơi râm_dưỡng ẩm tốt rẻ,10/3/2022,21:30,4,204000071,2,0,1,1,0,good
851,2218,chống nắng kiềm dầu đỉnh học_thể_dục mặt khô_thoáng bè,7/10/2020,20:31,5,249500021,1,1,1,0,0,good
852,1466,tuýt đỉnh da nhạy_cảm ok,2/3/2022,8:26,5,204900004,2,0,1,0,0,good
853,3406,xài tốt ghiền đắp luôn da đỡ mụn nhiều da sáng hơn da mụn xài,17/07/2021,19:40,5,422203671,3,0,1,0,0,good
854,398,hồi_kì da liễu_sĩ xài dính rửa da mặt ẩm_mịn dần da khỏe_mê sự,27/05/2023,8:16,5,422208973,3,0,1,0,0,good
855,693,đỉnh vô mát,29/04/2023,20:00,5,422200236,1,0,1,0,0,good
856,812,dày hút xài hơi giá_thành rẻ không_dính mặt,18/05/2020,20:48,4,422203807,0,1,1,1,0,good
857,230,da dầu mụn ok_rửa da sạch hơi khô,11/1/2022,21:46,5,422213312,2,1,1,0,0,good
858,2461,mặt_nạ đắp siêu_thích luôn,21/10/2019,5:33,5,422205162,1,0,0,0,0,good
859,401,thích da mặt không_khô chịu,17/04/2023,12:08,5,422208976,1,1,1,0,0,good
860,2094,xài đắp đọc hướng đừng đắp,10/4/2021,23:33,5,308500004,0,0,0,0,0,good
861,2434,da mặt nhạy_cảm mask_hợp da tiếc_mask chờ_đợi mãi mask lại mẫu mask,27/02/2021,20:52,5,308500015,1,0,1,0,0,good
862,1405,thời đánh_giá tuyệt_vời quá da mụn nhiều thử,28/07/2024,19:50,5,293500043,0,0,1,1,0,good
863,221,không_chống giả,17/02/2022,9:14,4,422206648,0,2,1,0,0,good
864,395,trang cảm sạch da phù_hợp da nhạy_cảm,19/04/2023,12:18,5,200400004,2,0,1,0,0,good
865,712,tốt,27/04/2023,17:29,5,422202253,1,0,0,0,0,good
866,3683,bọt sạch da tốt xài da dị_ứng sữa_rửa mặt ổn da hơi căng khô da da dạng dầu mùi đối_không_nồng dạng bình,30/04/2022,12:33,4,422213312,3,2,1,0,0,good
867,3936,xài tiên xài ổn mặc da da khô thể lót lớp dưỡng ẩm_mỏng chống nắng mùi chịu,21/01/2023,11:49,5,100160021,2,1,1,0,0,good
868,3392,toner mùi cồn aply khô mát da dùg hiện_tượng kích_ứng kích_ứng kỹ,22/12/2022,10:16,4,204100024,0,1,1,0,0,good
869,2926,đắp sáng ngủ dậy rửa mặt mặt sáng ẩm ổn,17/08/2024,13:44,5,422209719,3,0,1,0,0,good
870,353,cỡ dứi_hợp da thiên_dầu rửa mặt xài toner chống nắng kiểu không_bết lớp finish đẹp kiềm dầu_tiên,13/12/2023,23:39,5,422207414,2,2,1,0,0,good
871,157,công_tâm da_streatmen nhẹ kiểm_dầu ổn tiếng đỗ dầu tiếng tone mặt không_nâng tone thoáng lắm,1/1/2023,17:30,5,422215804,1,1,1,0,0,good
872,4257,đắp ok sủi bọt thích thích,18/01/2024,14:59,4,206700001,2,0,0,0,0,good
873,817,tốt giúp mụn,20/02/2020,12:43,5,200400004,1,0,0,0,0,good
874,276,chất không_đợi cải_thiện thêm,11/7/2023,18:12,2,422204947,1,1,1,0,0,bad
875,3682,sạch ổn bọt tốt hada labo khô da hada hada labo da thông_thoáng,28/08/2022,9:58,5,422213312,3,1,1,0,0,good
876,807,tẩy trang tốt_hợp da mùi thơm,22/08/2020,20:21,5,200400004,3,0,1,0,0,good
877,388,da nhạy_cảm tiếng thái_tiếng bảo thành chất đặc mùi,22/09/2023,15:54,5,422208976,0,0,1,0,0,good
878,3220,xài wash luôn sirum rửa mặt ẩm_không_khô căng da khác da thử tuýp xài không_sợ,4/4/2024,14:20,5,335100004,1,1,1,0,0,good
879,315,giá phù_hợp da mụn xài ok không_hề_kích_ứng đóng_gói chắn tẩy_trang tốt xài,5/11/2020,18:00,5,205100146,3,1,1,1,0,good
880,709,thích tẩy_trang,27/04/2023,19:27,5,100230064,1,0,0,0,0,good
881,1663,hốt thử serum chất serum lỏng da thích_hợp da dầu_serum mùi hôi,8/12/2021,0:20,5,422216596,2,0,1,0,0,good
882,1031,tốt,29/04/2023,19:31,5,308500009,1,0,0,0,0,good
883,2928,sánh ẩm_không_tốt tốt giá da dầu da ẩm_thoải_mái mặt_nạ không_bàn,27/03/2024,22:14,5,422209706,2,1,1,1,0,good
884,698,thích tẩy_trang,29/04/2023,18:41,5,200400004,1,0,0,0,0,good
885,601,hợp dầu,1/1/2023,11:19,5,204900056,1,0,1,0,0,good
886,711,thoải_mái chịu,28/04/2023,10:19,5,422205164,0,0,0,0,0,good
887,2354,thoải_mái,30/04/2023,20:26,5,422205160,0,0,0,0,0,good
888,833,chống nắng tốt bóng nhẹ hợp da dầu htd trang kỹ sạch bôi hơi châm_chích nhẹ phút,14/10/2024,13:45,5,422204028,3,0,1,0,0,good
889,1275,tốt không_tặng,1/10/2023,13:04,4,422216603,1,1,1,0,1,good
890,2661,giá rẻ chỗ đợt dính,22/05/2022,16:15,4,243300007,0,0,0,1,0,good
891,77,khoản mụn tí nổi đỏ sưng viêm không_không_hợp sau,1/10/2021,23:18,4,345800003,3,1,1,0,0,good
892,1443,rấy dịu da giá_thành ổn,3/5/2023,16:20,5,204900159,2,0,1,1,0,good
893,347,xài sạch xài êm_bữa không_rửa mặt luôn,12/10/2019,13:42,5,422211446,2,1,1,0,0,good
894,51,cũ thích châm_chít thích cũ hơn,8/7/2023,13:56,4,422209322,2,0,0,0,0,good
895,701,đỉnh da mát,29/04/2023,20:03,5,422200236,1,0,1,0,0,good
896,1295,bảo tặng kèm tẩy_trang không_đóng,16/11/2023,21:25,4,253900004,0,1,1,0,1,good
897,950,ok ủng,10/4/2023,13:29,5,422204795,1,0,0,0,0,good
898,622,ổn tiếp,16/12/2021,21:17,5,253900005,1,0,0,0,0,good
899,729,mặt,9/4/2023,19:39,5,100230057,0,0,0,0,0,good
900,46,thử vàng trắng mài ok mùi hơi nồng_thiết_kế mặt_nạ bề_đắp không_mặt mặt không_miếng,6/2/2023,6:07,4,422209635,1,2,1,0,0,good
901,2547,xài xịt vô_mát yên_tâm ủng tiếp_xài xài thích quá,12/11/2020,21:51,5,204100079,1,0,1,0,0,good
902,772,mã vạch hãng ok tốt ủng sảm tiếp,17/11/2021,10:48,5,200400003,2,0,0,0,0,good
903,2689,ok giá,22/05/2020,14:42,4,422203776,1,0,0,1,0,good
904,137,ổn,2/7/2023,12:26,5,422204259,1,0,0,0,0,good
905,2916,mìm shope_giá hợp_lí xài tốt da ẩm người xài thích lắm,16/11/2020,15:48,5,204100079,4,0,1,1,0,good
906,2535,tuýp da_khỏe trông trộm_vía licochalcone giúp ngăn mụn_trì da_khỏe hơn,15/11/2020,16:03,5,204100018,2,0,1,0,0,good
907,2142,xài ok xài trình đừng nản da đẹp căng bóng,9/6/2023,13:13,5,422209841,3,0,1,0,0,good
909,3501,da dầu_lỗ chân lông mụn đen sirum kèm niacinamide mụn đen da dầu thử,7/6/2022,13:56,5,225300002,0,0,1,0,0,good
910,678,thoải_mái,1/5/2023,14:18,5,422205164,0,0,0,0,0,good
911,2929,chất mặt_nạ ôm sát mặt đắp đắp cảm_giác_kì thoải_mái không_kích ứng sáng hôm da mướt hộp miếng dùng,15/01/2024,8:55,5,422209720,2,1,1,1,0,good
912,3653,mùi,22/11/2023,13:35,5,207300009,0,0,0,0,0,good
913,184,ưng da dầu_bôi tiếng tí dầu,4/9/2022,20:00,5,249500007,1,0,1,0,0,good
914,2195,thất_chất không_hề đợi,12/1/2022,16:31,1,308500013,0,1,1,0,0,bad
915,1723,đóng_gói cẩn_thận chất miễn chê,21/11/2023,12:04,5,100240016,0,0,0,0,0,good
916,1199,đỉnh chất lỏng sữa xài êm khả_năng kiềm kháng tốt quên bôi chống nắng nửa mặt thành_nguyên dầu kết chống nắng chân luôn kiềm dầu sáng tối hơi bóng bóng da bắt_set lớp chất mỏng không_bí không_mụn luôn phân vân_dạn không_hối hận yêu,11/1/2022,22:20,5,249500013,4,1,1,0,0,good
917,1396,thấm,27/07/2021,8:26,5,422207826,0,0,0,0,0,good
918,3440,trị mụn tốt tuần trị thâm_cải_thiện rõ nhiên_trị mụn lưu_khô da kết_hợp_dưỡng dòng khắc_phục khô da,6/7/2021,22:48,5,204100023,2,1,1,0,0,good
919,2662,bịch bịch_tệ dập không_kỹ bét tùm rụng bịch không_không buồn,21/05/2022,10:07,1,422203807,0,3,1,0,0,bad
920,692,thích tẩy_trang,30/04/2023,18:31,5,100230057,1,0,0,0,0,good
921,3643,serum ẩm_okila sáng ngủ dậy mặt ẩm_dưỡng ẩm tốt mùi serum_sệt_sệt aply không_khô lớp màng ẩm_không_rít da lại,17/05/2024,22:25,5,422219399,4,1,1,0,0,good
922,2251,tẩy nhẹ_nhàng cảm_mịn lắm,17/03/2023,22:03,5,245500009,1,0,1,0,0,good
923,680,,30/04/2023,20:04,5,100230057,0,0,0,0,0,good
924,302,hấki mê không_toàn_bổ rẻ luôn,23/02/2021,19:04,5,422208807,0,1,1,1,0,good
925,2843,khô aply mặt hơi nóng nhẹ khô căng bóng nhẹ_chất cân xứng,7/6/2021,12:48,3,318900002,1,1,1,0,0,neutral
926,2427,đắp đốt mụn sưng hẵn sạch sợi bã,2/6/2021,12:25,5,308500004,2,0,1,0,0,good
927,292,khoản hơi lằng_nhằng hơi chịu,18/04/2021,22:45,5,422204259,0,0,0,0,0,good
928,564,không_lrp vệt trắng hơi vón_cục bạn cộng nhấn ổn ổn không_kiểu,21/01/2021,15:34,4,422216416,1,1,1,0,0,good
929,32,miêu_tả da mặt ẩm_mùi thơm_chất phòng máy_lạnh xài luôn,23/06/2023,11:43,5,422207401,2,0,1,0,0,good
930,682,thoải_mái,30/04/2023,11:15,5,308500013,0,0,0,0,0,good
931,3203,ok bụi,9/9/2022,8:57,3,422206149,1,0,0,0,0,neutral
932,618,đóng_gói cẩn_thận chất miễn chê,20/11/2023,10:15,5,100240016,0,0,0,0,0,good
933,3676,rửa da mịn hơn,23/10/2017,7:13,5,422206042,2,0,1,0,0,good
934,1701,dịch_vụ không_tốt_vẻ,11/11/2020,7:24,2,422206648,1,1,1,0,0,bad
935,1274,xài dịu nhẹ sạch da mùi thơm xài,4/10/2023,14:43,5,204900009,3,0,1,0,0,good
936,1077,ổn da hơi ngăm nâng tone đẹp treat không_phù_hợp,14/10/2022,20:33,5,422203146,3,1,1,0,0,good
937,1196,đọc đánh_giá quyết_định thử giá hời giá rẻ chỗ mềm mặt không_dày da không_vụn tiết_kiệm không_không giá chất ok,16/07/2021,15:13,5,422204947,1,1,1,1,0,good
938,3270,giá rẻ chà_bá ẩm tốt mùi cồn nồng_da nhạy_cảm thử,20/01/2022,11:27,5,422204775,2,1,1,1,0,good
939,299,thử mặt_nạ bơ_đắp đỉnh_dưỡng chất không_mặt_nạ hơn,31/08/2023,12:36,5,422205808,2,1,1,0,0,good
940,4040,tủ_lạnh đắp luôn,1/10/2020,16:33,5,365000017,0,0,0,0,0,good
941,1905,củng_đặc,11/8/2022,12:47,5,100210023,0,0,0,0,0,good
942,1029,thoải_mái,1/5/2023,10:08,5,308500013,0,0,0,0,0,good
943,2456,mặt_nạ đắp thiệt_miếng đắp thử đắp da trắng sáng trông luôn,10/2/2020,16:15,5,308500004,1,0,1,0,0,good
944,3144,trang mềm_cảm mịn cảm_giác thích mặt dính gòn tẩy_trang phủi phủi,31/07/2017,15:08,4,217300001,2,0,1,1,0,good
945,3063,tốt thấm sáng dậy da mịn xài tiền ủng dài,1/8/2021,10:54,5,224100019,3,0,1,1,0,good
946,287,tốt da dầu đổ dầu hơn,22/05/2021,11:03,5,205100137,2,0,1,0,0,good
947,4438,,21/11/2023,18:00,5,100210014,0,0,0,0,0,good
948,250,không_tặng thời,19/08/2021,14:02,5,422211446,0,1,1,0,1,good
949,107,điểm,5/12/2023,11:04,5,422211446,0,0,0,0,0,good
950,682,thoải_mái,30/04/2023,11:15,5,422205160,0,0,0,0,0,good
951,67,nhẹ_nhàng phù_hợp da nhạy_cảm ẩm tốt,16/12/2021,9:04,5,318900011,3,0,1,0,0,good
952,3291,hộp hộp hộp là tốt,1/11/2022,14:32,4,207500008,1,0,0,0,0,good
953,2029,bì đẹp review thử đánh_giá sau,27/10/2022,11:50,5,249500019,1,0,1,1,0,good
954,121,serum cảm_da sáng lên routine trị_dưỡng mụn serum thấm da không_bết dính,15/07/2021,10:57,5,422204231,1,2,1,0,0,good
955,2354,thoải_mái,30/04/2023,20:26,5,308500013,0,0,0,0,0,good
956,348,hạt scrub hơi mát nhẹ_nhàng mùi mơ_thoảng sạch sâu,7/8/2017,6:19,5,100220009,1,0,1,0,0,good
957,2206,mặt_nạ chất_chất khủng_khiếp dưỡng ẩm tốt_thoáng mặt dầu_rệt xuyên da mụn mịn,9/10/2022,22:08,5,422207787,3,0,1,0,0,good
958,4434,bình không_phàn_nàn nhiều,2/5/2023,19:57,3,422209663,0,1,1,0,0,neutral
959,504,xài lọ chất thấm mùi thơm_dưỡng ẩm_tối sáng ngủ dậy da mềm_không_đổ dầu_giá phù_hợp trừ không_ẩm bôi chống nắng laroche posay bôi chừng chống nắng ghét,31/10/2022,9:50,4,422200306,4,1,1,1,0,good
960,1589,nâng tone màu hồng sữa nâng tone không_trắng sữa khô tán sữa,22/03/2023,3:28,4,249500019,0,1,1,0,0,good
961,206,dầu lắm,16/05/2022,15:13,4,422211446,0,0,0,0,0,good
962,390,da da dầu mụn nhạy_cảm sirum khô da cỡ dòng sirum ry chân thích mịn ấm tốt đỉnh thử,3/8/2023,22:44,5,422208972,4,1,1,0,0,good
964,1439,dịu da giá_thành ổn,4/5/2023,17:22,5,204900056,2,0,1,1,0,good
965,3259,quả,5/12/2023,11:51,5,422205151,0,0,0,0,0,good
966,1435,da dầu nhạy_cảm dầu mụn ẩn_ok mẫu sữa rữa mặt laroc rữa giá hơi,27/07/2024,17:28,5,204900159,1,0,1,1,0,good
967,710,thích tẩy_trang,27/04/2023,19:03,5,100230059,1,0,0,0,0,good
968,2331,nhẹ_nhàng thoải_mái,2/5/2023,19:25,5,308500009,0,0,0,0,0,good
969,310,ưng tẩy_trang,6/12/2020,18:16,4,205100137,1,0,0,0,0,good
970,4216,týp môi sưng nhẹ chịu nhiệt miệng ngưng khỏi thử test sáng hôm môi sưng tiếp,9/5/2022,13:52,2,422209444,2,0,1,0,0,bad
971,2468,không_hài,25/03/2022,10:23,1,422202253,0,1,1,0,0,bad
972,686,thích tẩy_trang,30/04/2023,18:39,5,100230059,1,0,0,0,0,good
973,1961,chất,12/5/2022,19:14,1,100230070,0,0,0,0,0,bad
974,4091,tẩy da chết ổn thơm,22/11/2023,11:15,5,422207812,2,0,1,0,0,good
975,3337,thấm không_nhờn rít nâng tone da ủng hasakiâu dài,13/10/2019,18:13,5,223600034,0,1,1,0,0,good
976,2848,vô_thưởng,25/12/2020,14:23,3,318900002,0,0,0,0,0,neutral
977,699,,29/04/2023,14:10,5,422205160,0,0,0,0,0,good
978,1779,tối được lắm hãng guarante đủ sức da thấm bình sức chống nắng hãng mắc gấp giá không_thấm chống nắng không_mùi_thích lắm kềm dầu tốt kỳ chống nắng chân,8/6/2021,16:27,5,422207283,2,1,1,1,0,good
979,2562,chất chấp_không_vấn đề lớn,24/09/2022,13:57,3,365000011,0,1,1,0,0,neutral
980,1800,tốt,13/12/2017,8:23,3,100220035,1,0,0,0,0,neutral
981,2459,,10/1/2020,14:31,5,422205163,0,0,0,0,0,good
